,vendor,category_level_1,category_level_2,category_level_3,highest_category,product,price in $,shipping_from,shipping_to,url
6405,drugsukstore,Drugs and Chemicals,,,Drugs and Chemicals,3.5g DUTCH HIGH GRADE MDMA 91%,77.85,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-dutch-high-grade-mdma-91
6406,thcwizzard,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,Thc vape juice stardawg double strength 30ml,125.12,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/thc-vape-juice-stardawg-double-strength-30ml-1
6407,Worldtime,Drugs and Chemicals,Opiates,,Opiates,DILAUDID TABLETS,620.00,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/dilaudid-tablets
6408,BwEmpire,Drugs and Chemicals,Benzos,Pills,Pills,GREEN XANAX BARS S903-50X3Mg REAL ALP Best Quality,109.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/green-xanax-bars-s903-50x3mg-real-alp-best-quality
6409,underlinecost,Drugs and Chemicals,Ecstasy,MDMA,MDMA,20 x 200mg Ferrari Pills,341.08,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/20-x-200mg-ferrari-pills
6410,EmeraldGallipot,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,WEDDING CAKE 24.00% THC 29g,120.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/wedding-cake-2400-thc-29g
6411,TheRxPharma,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,modvigil 200 mg 90 pills 185 usd us-us,185.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/modvigil-200-mg-90-pills-185-usd-us-us
6412,MedicineMan420,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3.5G Tasty *U.S IMPORT*,87.58,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-tasty-us-import
6413,inc,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,COCAINE 0.5G - MOTHER OF PEARL - INC.,147.28,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/cocaine-05g-mother-of-pearl-inc
6414,bulkbars,Drugs and Chemicals,Benzos,,Benzos,BROMAZOLAM POWDER X250g USA-USA,"9,750.00",United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/bromazolam-powder-x250g-usa-usa
6415,ScotchAndCoca,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,250 gram Ketamine needles (84%),"3,698.04",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/250-gram-ketamine-needles-84
6416,RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1g - Strawberry Cough HQ NDD UK2UK,15.29,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1g-strawberry-cough-hq-ndd-uk2uk
6417,akgeneric,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Soma 350mg (Carisoprodol) 300 tablets,60.00,India,"United Kingdom, United States",http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/soma-350mg-carisoprodol-300-tablets
6418,PitStopUK,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,500g Omega Dawg AAA++ - UK,"4,309.70",United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500g-omega-dawg-aaa-uk
6419,50bucks,Drugs and Chemicals,Ecstasy,MDMA,MDMA,1 gram x A++ Dutch Champagne MDMA,89.14,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-gram-x-a-dutch-champagne-mdma
6420,Medicalking007,Drugs and Chemicals,Opiates,,Opiates,Methadone Sandoz/apotex 10mg 50 pills 100 euro,119.33,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/methadone-sandozapotex-10mg-50-pills-100-euro
6421,RoleXx17,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,1 Gr grams Ketamine shards 99% pure ( S ),30.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-gr-grams-ketamine-shards-99-pure-s-2
6422,auspride,Drugs and Chemicals,Stimulants,Speed,Speed,Direct Turkish Import Old School Speed Base - 5kg,"197,668.90",Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/direct-turkish-import-old-school-speed-base-5kg
6423,TheOxyMen,Drugs and Chemicals,,,Drugs and Chemicals,Mephedrone Mkat High Quality,41.71,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/mephedrone-mkat-high-quality
6424,ScotchAndCoca,Drugs and Chemicals,Stimulants,Meth,Meth,2.5 gram Crystal Meth (98%),106.20,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25-gram-crystal-meth-98
6425,ONEMILLION,Drugs and Chemicals,Ecstasy,Pills,Pills,250 Pills - Dutch XTC Domino 220 MG [AAA+],477.32,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/250-pills-dutch-xtc-domino-220-mg-aaa
6426,DutchDrugz,Drugs and Chemicals,Psychedelics,,Psychedelics,1 Gram Dutch Quality Pure 5-MeO-DMT || Freebase,149.16,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-gram-dutch-quality-pure-5-meo-dmt-freebase
6427,RoleXx17,Drugs and Chemicals,Psychedelics,LSD,LSD,50 X LSD 250UG ALBERT HOFMANN NEEDLEPOINT BLOTTERS,200.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50-x-lsd-250ug-albert-hofmann-needlepoint-blotters-2
6428,scoobydoodrugs,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,5 GRAM KETAMINE S-ISOMER HIGH QUALITY,101.43,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-gram-ketamine-s-isomer-high-quality-1
